City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,San Javier,ES,2020-06-30 19:16:36,37.81,-0.84,81.0,78,0,12.75
287,Axim,GH,2020-06-30 19:12:26,4.87,-2.24,75.92,83,20,8.46
288,Nanortalik,GL,2020-06-30 19:11:52,60.14,-45.24,40.68,89,96,5.41
289,Coruripe,BR,2020-06-30 19:16:36,-10.13,-36.18,77.81,79,51,10.13
290,Praia Da Vitoria,PT,2020-06-30 19:12:28,38.73,-27.07,68.0,88,75,13.44
291,Pindobacu,BR,2020-06-30 19:16:37,-10.74,-40.36,78.78,58,19,7.65
292,Aquiraz,BR,2020-06-30 19:09:05,-3.9,-38.39,86.0,51,20,16.11
293,Tual,ID,2020-06-30 19:11:51,-5.67,132.75,79.36,84,73,19.24
294,Lamballe,FR,2020-06-30 19:16:37,48.47,-2.51,66.99,84,100,5.01
295,Bada,RU,2020-06-30 19:16:37,51.39,109.87,55.47,89,4,1.59
296,Atasu,KZ,2020-06-30 19:14:45,48.68,71.64,72.79,29,55,8.01
297,Nalut,LY,2020-06-30 19:16:37,30.33,10.85,92.25,15,0,14.99
298,Limbazi,LV,2020-06-30 19:16:37,57.51,24.72,57.99,83,44,3.0
299,Victoria,HK,2020-06-30 19:11:14,22.29,114.16,84.0,83,100,8.01
300,Trincomalee,LK,2020-06-30 19:16:38,8.57,81.23,82.36,73,100,14.72
301,Saldanha,ZA,2020-06-30 19:11:44,-33.01,17.94,59.0,77,0,3.36
302,Ambon,ID,2020-06-30 19:16:38,-3.7,128.18,79.0,14,100,8.34
303,Lata,PT,2020-06-30 19:12:06,40.16,-8.33,73.99,71,2,8.01
